epoch,accuracy,auc_ovr,learning_rate,loss,val_accuracy,val_auc_ovr,val_loss
24,0.8914058804512024,0.9824865460395813,9.000000136438757e-05,0.22354233264923096,0.5193650722503662,0.7455499172210693,2.2507410049438477
25,0.8919501304626465,0.9825232625007629,9.000000136438757e-05,0.22351481020450592,0.5415872931480408,0.7515333294868469,2.1164512634277344
26,0.8945124745368958,0.9830026626586914,9.000000136438757e-05,0.2207402139902115,0.5269841551780701,0.7518886923789978,2.1605331897735596
27,0.893696129322052,0.9831199645996094,9.000000136438757e-05,0.22006314992904663,0.5482539534568787,0.7570595145225525,2.0462934970855713
28,0.8947845697402954,0.9833634495735168,9.000000136438757e-05,0.21953895688056946,0.5704761743545532,0.7674870491027832,1.8259996175765991
29,0.8962811827659607,0.9835026264190674,9.000000136438757e-05,0.21750132739543915,0.560952365398407,0.765357494354248,1.8670880794525146
30,0.8970068097114563,0.9834575057029724,9.000000136438757e-05,0.2174282968044281,0.5600000023841858,0.7648045420646667,1.8669021129608154
31,0.8968027234077454,0.983626127243042,9.000000136438757e-05,0.21659857034683228,0.5387301445007324,0.7566058039665222,2.023749828338623
32,0.9005442261695862,0.9843711256980896,2.700000004551839e-05,0.2120811641216278,0.6069841384887695,0.7931810021400452,1.2959367036819458
33,0.900204062461853,0.9850447773933411,2.700000004551839e-05,0.20720180869102478,0.5987301468849182,0.7915949821472168,1.3242987394332886
34,0.9010430574417114,0.9851190447807312,2.700000004551839e-05,0.2064666748046875,0.6180952191352844,0.7993197441101074,1.2209765911102295
35,0.9020634889602661,0.9850878715515137,2.700000004551839e-05,0.2069835364818573,0.616190493106842,0.8007635474205017,1.1811985969543457
36,0.9032426476478577,0.9853036403656006,2.700000004551839e-05,0.20477211475372314,0.6352381110191345,0.8047329783439636,1.128461480140686
37,0.9026303887367249,0.9854050278663635,2.700000004551839e-05,0.20482054352760315,0.6307936310768127,0.8059548735618591,1.1132376194000244
38,0.9028798341751099,0.9854758381843567,2.700000004551839e-05,0.20321990549564362,0.6333333253860474,0.8082489967346191,1.0798134803771973
39,0.902721107006073,0.9855594635009766,2.700000004551839e-05,0.20261266827583313,0.6326984167098999,0.8103997707366943,1.0767498016357422
40,0.9039682745933533,0.985988438129425,2.700000004551839e-05,0.20075899362564087,0.6453968286514282,0.8145048022270203,1.031333565711975
41,0.9045804738998413,0.9860557913780212,2.700000004551839e-05,0.20003625750541687,0.635873019695282,0.8126077651977539,1.0465599298477173
42,0.9043763875961304,0.9859616160392761,2.700000004551839e-05,0.20053225755691528,0.6393650770187378,0.8116334080696106,1.0775420665740967
43,0.9056916236877441,0.9861898422241211,2.700000004551839e-05,0.199385404586792,0.6485714316368103,0.8155427575111389,1.0126084089279175
44,0.9060317277908325,0.9859802722930908,2.700000004551839e-05,0.20043353736400604,0.6447619199752808,0.8142431378364563,1.0269593000411987
45,0.9055101871490479,0.9862492084503174,2.700000004551839e-05,0.1977570801973343,0.6469841003417969,0.8143956661224365,1.0141146183013916
46,0.9067347049713135,0.9863924384117126,2.700000004551839e-05,0.19748690724372864,0.6511111259460449,0.8224366307258606,0.9419654607772827
47,0.9068707227706909,0.9865598678588867,2.700000004551839e-05,0.1961999088525772,0.6409524083137512,0.8166492581367493,1.00888192653656
48,0.9072335362434387,0.9865293502807617,2.700000004551839e-05,0.1962531954050064,0.6492063403129578,0.8194790482521057,0.9643639326095581
49,0.9067347049713135,0.9865622520446777,2.700000004551839e-05,0.19564343988895416,0.6476190686225891,0.8192892670631409,0.9659407734870911
50,0.9085714221000671,0.9868566393852234,8.099999831756577e-06,0.19377140700817108,0.6682539582252502,0.8332359790802002,0.797745406627655
51,0.9084353446960449,0.9871662259101868,8.099999831756577e-06,0.1922047734260559,0.6723809242248535,0.834092378616333,0.7945080995559692
52,0.9087528586387634,0.9872622489929199,8.099999831756577e-06,0.1910281628370285,0.672698438167572,0.8360247611999512,0.779120922088623
53,0.9097052216529846,0.9872100949287415,8.099999831756577e-06,0.19119837880134583,0.6698412895202637,0.8359269499778748,0.7839260697364807
54,0.9090022444725037,0.9871328473091125,8.099999831756577e-06,0.19170323014259338,0.6761904954910278,0.8361625671386719,0.7750117778778076
55,0.9108163118362427,0.987562358379364,8.099999831756577e-06,0.1884702891111374,0.6787301301956177,0.8382232189178467,0.7665460705757141
56,0.9102040529251099,0.9872825145721436,8.099999831756577e-06,0.18984436988830566,0.6707936525344849,0.8351402282714844,0.7837221026420593
57,0.9103854894638062,0.9873763918876648,8.099999831756577e-06,0.18995586037635803,0.6752380728721619,0.8373364806175232,0.7756450772285461
58,0.9100906848907471,0.987427294254303,8.099999831756577e-06,0.18977044522762299,0.6736508011817932,0.8383796215057373,0.7653302550315857
59,0.9101360440254211,0.9874256253242493,8.099999831756577e-06,0.18894311785697937,0.6758730411529541,0.8389258980751038,0.7627876400947571
60,0.9112924933433533,0.9876380562782288,8.099999831756577e-06,0.18832767009735107,0.6774603128433228,0.8386211395263672,0.763802707195282
61,0.9107709527015686,0.9875786304473877,8.099999831756577e-06,0.18807634711265564,0.6755555272102356,0.8395464420318604,0.7579138875007629
62,0.910544216632843,0.9875715374946594,8.099999831756577e-06,0.1884518712759018,0.6780952215194702,0.8398329615592957,0.7546705007553101
63,0.9126983880996704,0.987878143787384,8.099999831756577e-06,0.18668198585510254,0.677142858505249,0.8394580483436584,0.7681440711021423
64,0.9110203981399536,0.9877040982246399,8.099999831756577e-06,0.18766145408153534,0.6803174614906311,0.8400535583496094,0.7546113133430481
65,0.9107029438018799,0.987720251083374,8.099999831756577e-06,0.18779316544532776,0.6809523701667786,0.8394942283630371,0.7463492751121521
66,0.9127437472343445,0.9878001809120178,8.099999831756577e-06,0.18618358671665192,0.6796825528144836,0.8406007289886475,0.7519616484642029
67,0.9120861887931824,0.9877424240112305,8.099999831756577e-06,0.18689599633216858,0.6809523701667786,0.8395300507545471,0.7519332766532898
68,0.9120181202888489,0.987778902053833,8.099999831756577e-06,0.1872042417526245,0.6780952215194702,0.8411405682563782,0.7422761917114258
69,0.9112244844436646,0.9878961443901062,8.099999831756577e-06,0.1860901415348053,0.6768254041671753,0.8400372862815857,0.7586346864700317
70,0.912063479423523,0.9878106117248535,8.099999831756577e-06,0.1870802789926529,0.6723809242248535,0.8393722176551819,0.757662296295166
71,0.9132652878761292,0.9880881309509277,8.099999831756577e-06,0.18483859300613403,0.6796825528144836,0.8397064208984375,0.7531464099884033
72,0.9136054515838623,0.9881424903869629,2.429999995001708e-06,0.184316486120224,0.6866666674613953,0.8450538516044617,0.6989239454269409
73,0.9129024744033813,0.9883216023445129,2.429999995001708e-06,0.1828439086675644,0.6853968501091003,0.8449260592460632,0.7044962048530579
74,0.9128571152687073,0.9882574081420898,2.429999995001708e-06,0.183344304561615,0.686984121799469,0.8449944853782654,0.7013205289840698
75,0.912312924861908,0.9880422949790955,2.429999995001708e-06,0.18465030193328857,0.6847618818283081,0.8451814651489258,0.7012643218040466
76,0.9130385518074036,0.9882552027702332,9.999999974752427e-07,0.18317775428295135,0.6853968501091003,0.8460468649864197,0.6894659996032715
77,0.9134920835494995,0.9881913065910339,9.999999974752427e-07,0.18319517374038696,0.6853968501091003,0.8461229205131531,0.689150869846344
78,0.9135147333145142,0.9882159233093262,9.999999974752427e-07,0.1830410361289978,0.6857143044471741,0.8461297154426575,0.6895564198493958
79,0.9143990874290466,0.9882379174232483,9.999999974752427e-07,0.18363048136234283,0.6879364848136902,0.84639972448349,0.6873565316200256
80,0.9134920835494995,0.9881278872489929,9.999999974752427e-07,0.18423768877983093,0.6866666674613953,0.8462466597557068,0.6883874535560608
81,0.9141950011253357,0.988335132598877,9.999999974752427e-07,0.1827816516160965,0.686984121799469,0.8463170528411865,0.6875485181808472
82,0.9126530885696411,0.9881755709648132,9.999999974752427e-07,0.18312038481235504,0.6879364848136902,0.8459387421607971,0.6927317976951599
83,0.9135600924491882,0.9884145855903625,9.999999974752427e-07,0.18171721696853638,0.6863492131233215,0.846301257610321,0.6889597177505493
84,0.914376437664032,0.9881759285926819,9.999999974752427e-07,0.18369033932685852,0.6857143044471741,0.8463569283485413,0.6886688470840454
85,0.9130385518074036,0.9883613586425781,9.999999974752427e-07,0.18320626020431519,0.6866666674613953,0.846219003200531,0.6893834471702576
86,0.9143537282943726,0.9880890846252441,9.999999974752427e-07,0.18432343006134033,0.6863492131233215,0.8462846875190735,0.6891806125640869
87,0.9146031737327576,0.9883330464363098,9.999999974752427e-07,0.18237197399139404,0.6876190304756165,0.8463993072509766,0.6875520944595337
88,0.9140136241912842,0.9883936047554016,9.999999974752427e-07,0.18250909447669983,0.6857143044471741,0.8460814356803894,0.691356360912323
89,0.9138548970222473,0.988315761089325,9.999999974752427e-07,0.18300999701023102,0.6876190304756165,0.8463134765625,0.6895792484283447
