epoch,accuracy,loss,val_accuracy,val_loss
0,0.33579424023628235,1.1110408306121826,0.3085460662841797,1.0997769832611084
1,0.3424624800682068,1.1084376573562622,0.30965593457221985,1.1006131172180176
2,0.33484163880348206,1.1107242107391357,0.30965593457221985,1.0988513231277466
3,0.33126935362815857,1.1100921630859375,0.32519423961639404,1.098939061164856
4,0.3474636673927307,1.1083890199661255,0.3207547068595886,1.0995174646377563
